MID	START	END	TIME	F1	F2	F3	PAT	T1	T2	T3	T4	T5	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5
2609	2025/11/03 15:21:58	2025/11/03 15:36:48	890	1	28	1	27	224	5	297	83	255	1	0	1	1	1	2	0	3	3	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
2610	2025/11/05 11:03:23	2025/11/05 11:17:46	863	1	20	1	27	224	5	297	83	255	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2611	2025/11/02 04:07:20	2025/11/02 04:17:44	624	1	39	2	27	224	5	297	83	255	1	1	0	1	0	2	5	0	4	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2612	2025/11/03 15:52:47	2025/11/03 16:02:50	603	1	36	2	27	224	5	297	83	255	1	0	1	1	1	4	0	3	3	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2613	2025/11/01 14:42:51	2025/11/01 14:54:44	713	1	36	2	27	224	5	297	83	255	1	0	0	1	0	3	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
2614	2025/11/02 10:35:23	2025/11/02 10:46:47	684	1	37	2	27	224	5	297	83	255	1	1	0	1	1	5	3	0	3	4	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
2615	2025/11/06 05:21:02	2025/11/06 05:35:45	883	1	31	2	27	224	5	297	83	255	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2616	2025/11/07 02:15:04	2025/11/07 02:21:44	400	1	30	2	27	224	5	297	83	255	1	0	0	1	0	2	0	0	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2617	2025/11/01 18:57:59	2025/11/01 19:12:14	855	1	37	2	27	224	5	297	83	255	0	1	1	1	0	0	3	3	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2618	2025/11/04 15:49:22	2025/11/04 16:00:08	646	1	35	2	27	224	5	297	83	255	1	1	0	0	1	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2619	2025/11/04 22:18:18	2025/11/04 22:28:44	626	1	35	2	27	224	5	297	83	255	1	1	0	0	0	5	4	0	0	0	5	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
2620	2025/11/06 12:22:42	2025/11/06 12:28:25	343	1	30	2	27	224	5	297	83	255	1	0	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2621	2025/11/02 02:17:49	2025/11/02 02:29:44	715	1	45	3	27	224	5	297	83	255	1	1	0	1	0	5	5	0	3	0	5	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
2622	2025/11/05 05:19:54	2025/11/05 05:25:26	332	1	46	3	27	224	5	297	83	255	1	1	0	1	0	4	4	0	3	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
2623	2025/11/03 11:49:05	2025/11/03 12:00:05	660	1	42	3	27	224	5	297	83	255	1	1	1	1	1	3	3	3	4	4	0	0	0	5	5	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0
2624	2025/11/06 02:33:26	2025/11/06 02:45:37	731	1	44	3	27	224	5	297	83	255	1	1	0	1	1	3	4	0	3	4	0	2	0	0	5	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1
2625	2025/11/06 18:12:42	2025/11/06 18:23:09	627	1	43	3	27	224	5	297	83	255	0	1	0	1	0	0	4	0	2	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2626	2025/11/03 23:30:57	2025/11/03 23:39:43	526	1	42	3	27	224	5	297	83	255	0	1	0	0	0	0	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2627	2025/11/03 16:48:22	2025/11/03 16:55:58	456	1	40	3	27	224	5	297	83	255	1	0	0	1	0	4	0	0	3	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2628	2025/11/05 14:07:32	2025/11/05 14:21:54	862	1	41	3	27	224	5	297	83	255	1	1	0	1	1	3	3	0	4	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2629	2025/11/03 00:04:02	2025/11/03 00:14:14	612	1	46	3	27	224	5	297	83	255	1	1	1	1	1	3	3	1	4	4	0	0	0	3	5	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
2630	2025/11/04 04:03:05	2025/11/04 04:09:25	380	1	47	3	27	224	5	297	83	255	0	0	0	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2631	2025/11/01 22:06:56	2025/11/01 22:18:15	679	1	52	4	27	224	5	297	83	255	1	1	0	1	0	4	4	0	2	0	4	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2632	2025/11/05 17:22:05	2025/11/05 17:28:51	406	1	53	4	27	224	5	297	83	255	1	1	1	1	1	3	2	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2633	2025/11/05 21:39:40	2025/11/05 21:45:00	320	1	53	4	27	224	5	297	83	255	1	1	1	0	0	4	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2634	2025/11/01 20:21:13	2025/11/01 20:25:16	243	1	51	4	27	224	5	297	83	255	1	1	0	1	0	3	4	0	4	0	0	4	0	4	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2635	2025/11/05 00:54:58	2025/11/05 01:06:38	700	1	54	4	27	224	5	297	83	255	1	0	1	1	0	4	0	3	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2636	2025/11/02 13:25:35	2025/11/02 13:37:14	699	1	50	4	27	224	5	297	83	255	1	1	0	1	0	4	4	0	5	0	4	4	0	5	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0
2637	2025/11/02 09:54:37	2025/11/02 09:59:13	276	1	54	4	27	224	5	297	83	255	1	1	1	1	0	4	3	4	5	0	5	0	4	5	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0
2638	2025/11/04 20:06:13	2025/11/04 20:18:57	764	1	56	4	27	224	5	297	83	255	0	1	0	1	0	0	4	0	4	0	0	4	0	4	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0
2639	2025/11/06 19:31:24	2025/11/06 19:41:52	628	1	58	4	27	224	5	297	83	255	1	1	0	1	0	2	3	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
2640	2025/11/03 21:40:43	2025/11/03 21:51:15	632	1	54	4	27	224	5	297	83	255	0	1	0	1	1	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2641	2025/11/06 22:44:27	2025/11/06 22:50:19	352	1	65	5	27	224	5	297	83	255	1	1	0	1	1	2	5	0	2	3	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2642	2025/11/05 00:42:06	2025/11/05 00:55:55	829	1	68	5	27	224	5	297	83	255	1	1	0	1	1	4	4	0	3	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
2643	2025/11/05 23:30:53	2025/11/05 23:40:24	571	1	65	5	27	224	5	297	83	255	0	1	0	1	0	0	4	0	4	0	0	2	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
2644	2025/11/02 23:41:46	2025/11/02 23:45:57	251	1	60	5	27	224	5	297	83	255	0	0	1	1	0	0	0	4	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2645	2025/11/01 17:13:27	2025/11/01 17:23:51	624	1	67	5	27	224	5	297	83	255	1	1	1	0	1	4	3	3	0	2	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2646	2025/11/04 21:33:52	2025/11/04 21:43:35	583	1	69	5	27	224	5	297	83	255	1	1	0	1	1	4	4	0	4	4	5	5	0	4	4	0	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1
2647	2025/11/04 02:33:19	2025/11/04 02:47:31	852	1	63	5	27	224	5	297	83	255	1	1	1	1	0	5	4	3	4	0	5	4	0	2	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
2648	2025/11/07 04:43:50	2025/11/07 04:50:42	412	1	61	5	27	224	5	297	83	255	1	1	1	0	0	3	3	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
2649	2025/11/01 17:21:27	2025/11/01 17:35:16	829	1	64	5	27	224	5	297	83	255	1	1	0	1	0	4	4	0	4	0	2	5	0	4	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0
2650	2025/11/02 06:31:13	2025/11/02 06:42:13	660	1	65	5	27	224	5	297	83	255	1	1	1	1	0	3	3	1	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
2651	2025/11/05 04:23:05	2025/11/05 04:36:02	777	2	24	1	27	224	5	297	83	255	1	0	1	0	1	3	0	4	0	4	0	0	5	0	5	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
2652	2025/11/06 03:03:37	2025/11/06 03:07:56	259	2	26	1	27	224	5	297	83	255	1	0	0	0	1	5	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2653	2025/11/05 09:47:12	2025/11/05 09:57:13	601	2	20	1	27	224	5	297	83	255	1	1	1	0	0	4	4	3	0	0	3	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
2654	2025/11/03 11:52:47	2025/11/03 12:00:59	492	2	27	1	27	224	5	297	83	255	1	0	0	0	0	4	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2655	2025/11/02 07:05:57	2025/11/02 07:14:19	502	2	23	1	27	224	5	297	83	255	0	1	0	1	0	0	5	0	4	0	0	4	0	2	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0
2656	2025/11/05 03:52:03	2025/11/05 04:03:14	671	2	23	1	27	224	5	297	83	255	0	1	1	1	1	0	3	4	5	3	0	0	2	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
2657	2025/11/04 00:17:37	2025/11/04 00:23:17	340	2	26	1	27	224	5	297	83	255	1	0	1	1	1	4	0	3	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2658	2025/11/02 09:11:09	2025/11/02 09:20:41	572	2	22	1	27	224	5	297	83	255	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2659	2025/11/03 19:07:00	2025/11/03 19:19:02	722	2	21	1	27	224	5	297	83	255	0	1	0	1	0	0	4	0	3	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
2660	2025/11/07 03:29:17	2025/11/07 03:42:45	808	2	21	1	27	224	5	297	83	255	0	1	0	0	1	0	5	0	0	2	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2661	2025/11/02 21:54:21	2025/11/02 22:04:33	612	2	33	2	27	224	5	297	83	255	0	1	1	1	0	0	4	3	4	0	0	5	0	5	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
2662	2025/11/06 08:54:43	2025/11/06 09:00:12	329	2	36	2	27	224	5	297	83	255	0	0	0	1	1	0	0	0	4	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
2663	2025/11/02 23:45:40	2025/11/02 23:55:30	590	2	39	2	27	224	5	297	83	255	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2664	2025/11/05 22:59:06	2025/11/05 23:09:31	625	2	37	2	27	224	5	297	83	255	1	1	0	1	1	3	4	0	3	4	0	2	0	0	5	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1
2665	2025/11/02 10:57:41	2025/11/02 11:03:53	372	2	30	2	27	224	5	297	83	255	1	0	1	0	1	5	0	3	0	4	2	0	0	0	5	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1
2666	2025/11/06 04:33:59	2025/11/06 04:48:29	870	2	34	2	27	224	5	297	83	255	0	1	0	1	1	0	5	0	3	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2667	2025/11/06 14:41:46	2025/11/06 14:49:57	491	2	37	2	27	224	5	297	83	255	1	1	0	1	0	4	3	0	4	0	4	0	0	5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0
2668	2025/11/04 03:54:04	2025/11/04 04:07:06	782	2	35	2	27	224	5	297	83	255	1	1	1	1	1	4	4	2	3	5	1	2	0	0	3	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0
2669	2025/11/02 22:44:39	2025/11/02 22:56:23	704	2	35	2	27	224	5	297	83	255	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2670	2025/11/02 23:38:47	2025/11/02 23:50:43	716	2	35	2	27	224	5	297	83	255	1	0	0	1	1	4	0	0	3	2	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2671	2025/11/03 12:42:55	2025/11/03 12:53:39	644	2	48	3	27	224	5	297	83	255	0	0	0	1	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2672	2025/11/05 04:39:05	2025/11/05 04:49:21	616	2	46	3	27	224	5	297	83	255	1	1	0	1	1	4	4	0	4	5	5	4	0	4	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0
2673	2025/11/04 18:47:39	2025/11/04 18:52:06	267	2	40	3	27	224	5	297	83	255	1	1	0	1	0	4	5	0	2	0	4	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
2674	2025/11/05 18:20:46	2025/11/05 18:30:14	568	2	42	3	27	224	5	297	83	255	1	1	0	1	0	5	3	0	4	0	4	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
2675	2025/11/02 08:36:04	2025/11/02 08:47:57	713	2	46	3	27	224	5	297	83	255	0	1	1	1	1	0	4	3	2	5	0	1	0	0	2	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1
2676	2025/11/01 09:28:51	2025/11/01 09:34:22	331	2	48	3	27	224	5	297	83	255	1	1	1	1	0	1	4	3	4	0	0	5	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0
2677	2025/11/05 17:29:27	2025/11/05 17:38:43	556	2	47	3	27	224	5	297	83	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2678	2025/11/01 15:38:42	2025/11/01 15:49:35	653	2	41	3	27	224	5	297	83	255	0	1	0	1	1	0	3	0	4	3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2679	2025/11/03 20:38:19	2025/11/03 20:45:28	429	2	44	3	27	224	5	297	83	255	1	0	0	1	1	3	0	0	4	4	0	0	0	1	4	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
2680	2025/11/01 12:19:50	2025/11/01 12:27:25	455	2	46	3	27	224	5	297	83	255	0	1	1	1	0	0	4	4	5	0	0	4	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0
2681	2025/11/04 13:08:47	2025/11/04 13:16:20	453	2	57	4	27	224	5	297	83	255	0	1	1	0	1	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2682	2025/11/07 04:56:03	2025/11/07 05:09:56	833	2	53	4	27	224	5	297	83	255	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2683	2025/11/04 10:36:35	2025/11/04 10:50:27	832	2	50	4	27	224	5	297	83	255	1	1	0	1	0	1	5	0	3	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2684	2025/11/03 22:55:52	2025/11/03 23:01:37	345	2	57	4	27	224	5	297	83	255	0	0	0	1	0	0	0	0	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
2685	2025/11/05 08:56:36	2025/11/05 09:11:28	892	2	50	4	27	224	5	297	83	255	0	1	0	1	0	0	4	0	4	0	0	4	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2686	2025/11/02 09:51:14	2025/11/02 10:00:17	543	2	58	4	27	224	5	297	83	255	1	1	1	1	1	3	3	5	3	5	0	0	3	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
2687	2025/11/04 03:25:29	2025/11/04 03:40:16	887	2	51	4	27	224	5	297	83	255	0	1	1	1	1	0	5	3	4	2	0	5	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
2688	2025/11/02 05:10:59	2025/11/02 05:22:57	718	2	52	4	27	224	5	297	83	255	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2689	2025/11/04 01:45:01	2025/11/04 01:53:47	526	2	50	4	27	224	5	297	83	255	0	0	0	1	1	0	0	0	4	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
2690	2025/11/04 12:25:40	2025/11/04 12:35:57	617	2	55	4	27	224	5	297	83	255	1	1	0	1	0	4	4	0	4	0	5	5	0	5	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0
2691	2025/11/02 03:49:18	2025/11/02 03:54:04	286	2	66	5	27	224	5	297	83	255	0	0	0	1	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
2692	2025/11/01 17:13:39	2025/11/01 17:20:49	430	2	69	5	27	224	5	297	83	255	0	1	0	1	1	0	4	0	4	2	0	5	0	4	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0
2693	2025/11/04 04:15:22	2025/11/04 04:20:24	302	2	66	5	27	224	5	297	83	255	0	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2694	2025/11/04 00:33:05	2025/11/04 00:47:26	861	2	68	5	27	224	5	297	83	255	0	0	1	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2695	2025/11/05 22:47:34	2025/11/05 22:55:35	481	2	65	5	27	224	5	297	83	255	0	0	0	1	1	0	0	0	5	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2696	2025/11/06 16:18:16	2025/11/06 16:23:03	287	2	62	5	27	224	5	297	83	255	1	1	0	1	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2697	2025/11/01 15:41:12	2025/11/01 15:47:33	381	2	65	5	27	224	5	297	83	255	1	1	0	1	1	2	3	0	4	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2698	2025/11/04 03:40:17	2025/11/04 03:54:30	853	2	69	5	27	224	5	297	83	255	1	1	0	1	0	5	4	0	3	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0
2699	2025/11/01 10:14:49	2025/11/01 10:26:00	671	2	64	5	27	224	5	297	83	255	0	0	0	1	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700	2025/11/05 01:46:55	2025/11/05 01:53:25	390	2	65	5	27	224	5	297	83	255	1	0	1	1	1	3	0	3	5	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
2701	2025/11/03 05:24:52	2025/11/03 05:33:17	505	1	27	1	28	250	245	96	171	51	1	1	0	1	1	4	4	0	3	3	2	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2702	2025/11/02 02:23:52	2025/11/02 02:38:08	856	1	24	1	28	250	245	96	171	51	0	1	1	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2703	2025/11/06 13:34:57	2025/11/06 13:41:59	422	1	23	1	28	250	245	96	171	51	1	1	1	0	1	4	4	2	0	1	3	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
2704	2025/11/04 12:01:06	2025/11/04 12:11:19	613	1	29	1	28	250	245	96	171	51	0	1	0	1	1	0	3	0	5	3	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2705	2025/11/04 07:59:56	2025/11/04 08:08:05	489	1	20	1	28	250	245	96	171	51	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2706	2025/11/03 12:48:24	2025/11/03 13:02:19	835	1	23	1	28	250	245	96	171	51	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2707	2025/11/02 17:57:18	2025/11/02 18:05:16	478	1	22	1	28	250	245	96	171	51	1	1	1	0	1	5	4	3	0	3	5	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
2708	2025/11/05 21:13:36	2025/11/05 21:18:20	284	1	27	1	28	250	245	96	171	51	1	1	1	1	0	1	3	2	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
2709	2025/11/01 20:29:10	2025/11/01 20:41:17	727	1	21	1	28	250	245	96	171	51	0	0	0	1	1	0	0	0	5	3	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
2710	2025/11/03 05:13:28	2025/11/03 05:22:32	544	1	22	1	28	250	245	96	171	51	1	1	1	1	0	3	3	1	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
2711	2025/11/03 02:42:18	2025/11/03 02:56:07	829	1	39	2	28	250	245	96	171	51	0	1	0	1	0	0	4	0	2	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2712	2025/11/06 06:48:40	2025/11/06 06:56:00	440	1	37	2	28	250	245	96	171	51	0	1	0	1	0	0	2	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2713	2025/11/04 20:11:11	2025/11/04 20:21:29	618	1	38	2	28	250	245	96	171	51	0	1	0	0	1	0	2	0	0	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
