MID	START	END	TIME	F1	F2t1	F3	PATt1	T1t1	T2t1	T3t1	T4t1	T5t1	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5	STA	ê´ï 	îNóÓ 
3174	2025/11/03-18:43:10	2025/11/03-18:52:40	0:9:30	2	43	3	32	185	30	3	142	65	0	1	1	1	1	0	3	5	2	4	0	0	4	0	4	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	COMP	2	43
3175	2025/11/02-12:56:38	2025/11/02-13:11:14	0:14:36	2	49	3	32	185	30	3	142	65	1	1	0	1	1	1	4	0	3	5	0	4	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	COMP	2	49
3176	2025/11/02-20:42:19	2025/11/02-20:48:19	0:6:0	2	41	3	32	185	30	3	142	65	0	1	0	1	1	0	4	0	3	3	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	2	41
3177	2025/11/06-10:19:17	2025/11/06-10:25:45	0:6:28	2	42	3	32	185	30	3	142	65	1	1	1	0	1	5	3	5	0	5	5	0	5	0	5	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	COMP	2	42
3178	2025/11/05-14:53:32	2025/11/05-14:58:06	0:4:34	2	41	3	32	185	30	3	142	65	1	1	0	0	1	4	3	0	0	4	5	0	0	0	4	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	COMP	2	41
3179	2025/11/06-18:25:27	2025/11/06-18:37:40	0:12:13	2	43	3	32	185	30	3	142	65	0	1	1	1	0	0	5	4	3	0	0	3	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	COMP	2	43
3180	2025/11/07-07:48:12	2025/11/07-07:57:05	0:8:53	2	46	3	32	185	30	3	142	65	0	0	1	1	0	0	0	4	4	0	0	0	5	5	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	COMP	2	46
3181	2025/11/03-19:40:11	2025/11/03-19:47:44	0:7:33	2	53	4	32	185	30	3	142	65	1	1	1	0	0	2	3	5	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	53
3182	2025/11/06-13:25:06	2025/11/06-13:34:50	0:9:44	2	51	4	32	185	30	3	142	65	1	1	1	0	0	3	4	5	0	0	0	1	4	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	COMP	2	51
3183	2025/11/05-19:01:18	2025/11/05-19:12:11	0:10:53	2	52	4	32	185	30	3	142	65	1	1	1	1	1	3	4	3	3	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	COMP	2	52
3184	2025/11/02-23:03:08	2025/11/02-23:13:47	0:10:39	2	55	4	32	185	30	3	142	65	1	1	0	1	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	55
3185	2025/11/04-06:14:41	2025/11/04-06:23:39	0:8:58	2	51	4	32	185	30	3	142	65	0	1	1	1	0	0	2	5	3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	COMP	2	51
3186	2025/11/05-13:36:04	2025/11/05-13:50:03	0:13:59	2	50	4	32	185	30	3	142	65	1	1	0	1	0	2	3	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	COMP	2	50
3187	2025/11/05-02:29:45	2025/11/05-02:38:29	0:8:44	2	54	4	32	185	30	3	142	65	0	1	1	1	1	0	3	5	4	2	0	0	1	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	COMP	2	54
3188	2025/11/06-16:45:01	2025/11/06-16:49:48	0:4:47	2	52	4	32	185	30	3	142	65	0	1	1	0	1	0	5	4	0	5	0	2	5	0	4	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	COMP	2	52
3189	2025/11/06-17:23:14	2025/11/06-17:30:33	0:7:19	2	50	4	32	185	30	3	142	65	1	1	1	0	0	3	4	4	0	0	0	3	5	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	2	50
3190	2025/11/07-05:54:35	2025/11/07-06:05:58	0:11:23	2	53	4	32	185	30	3	142	65	1	1	1	1	0	3	3	5	4	0	0	0	4	2	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	COMP	2	53
3191	2025/11/06-05:43:16	2025/11/06-05:56:17	0:13:1	2	66	5	32	185	30	3	142	65	1	1	1	1	1	3	4	3	3	3	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	2	66
3192	2025/11/05-06:58:46	2025/11/05-07:06:04	0:7:18	2	60	5	32	185	30	3	142	65	0	1	1	0	1	0	5	5	0	5	0	5	5	0	5	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	COMP	2	60
3193	2025/11/02-19:26:15	2025/11/02-19:31:21	0:5:6	2	66	5	32	185	30	3	142	65	1	1	0	0	1	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	66
3194	2025/11/05-02:56:26	2025/11/05-03:01:10	0:4:44	2	68	5	32	185	30	3	142	65	1	1	1	1	1	3	3	3	3	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	COMP	2	68
3195	2025/11/06-12:32:46	2025/11/06-12:37:30	0:4:44	2	68	5	32	185	30	3	142	65	1	0	1	1	1	3	0	4	3	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	68
3196	2025/11/02-21:10:42	2025/11/02-21:21:08	0:10:26	2	62	5	32	185	30	3	142	65	1	1	0	1	1	3	4	0	4	3	0	4	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	COMP	2	62
3197	2025/11/03-13:40:05	2025/11/03-13:51:07	0:11:2	2	67	5	32	185	30	3	142	65	1	1	1	1	0	3	4	3	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	2	67
3198	2025/11/04-01:01:43	2025/11/04-01:06:46	0:5:3	2	63	5	32	185	30	3	142	65	1	1	1	0	0	3	5	5	0	0	0	4	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	COMP	2	63
3199	2025/11/04-01:55:04	2025/11/04-02:06:15	0:11:11	2	69	5	32	185	30	3	142	65	1	1	1	1	1	2	4	4	3	4	0	4	5	0	4	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	COMP	2	69
3200	2025/11/03-02:47:53	2025/11/03-02:58:26	0:10:33	2	67	5	32	185	30	3	142	65	1	1	0	1	0	4	4	0	4	0	5	4	0	4	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	COMP	2	67
3201	2025/11/05-19:13:00	2025/11/05-19:25:35	0:12:35	1	24	1	33	263	286	167	275	99	1	0	1	0	1	3	0	4	0	3	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	COMP	1	24
3202	2025/11/04-04:53:12	2025/11/04-05:05:56	0:12:44	1	20	1	33	263	286	167	275	99	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	1	20
3203	2025/11/07-01:10:03	2025/11/07-01:17:12	0:7:9	1	22	1	33	263	286	167	275	99	0	1	1	0	1	0	4	4	0	2	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	COMP	1	22
3204	2025/11/05-09:16:17	2025/11/05-09:20:53	0:4:36	1	26	1	33	263	286	167	275	99	1	1	1	0	1	2	1	3	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	COMP	1	26
3205	2025/11/04-11:20:14	2025/11/04-11:28:50	0:8:36	1	22	1	33	263	286	167	275	99	1	1	1	0	1	4	3	3	0	3	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	22
3206	2025/11/01-17:51:34	2025/11/01-18:02:42	0:11:8	1	25	1	33	263	286	167	275	99	0	0	0	1	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	COMP	1	25
3207	2025/11/07-01:28:51	2025/11/07-01:40:46	0:11:55	1	24	1	33	263	286	167	275	99	1	1	0	0	1	4	2	0	0	5	5	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	COMP	1	24
3208	2025/11/07-07:02:37	2025/11/07-07:07:00	0:4:23	1	28	1	33	263	286	167	275	99	1	1	0	0	1	1	4	0	0	3	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	COMP	1	28
3209	2025/11/03-23:17:41	2025/11/03-23:23:17	0:5:36	1	21	1	33	263	286	167	275	99	0	0	0	1	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	21
3210	2025/11/06-15:32:35	2025/11/06-15:38:33	0:5:58	1	25	1	33	263	286	167	275	99	1	0	0	1	0	2	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	COMP	1	25
3211	2025/11/05-04:37:51	2025/11/05-04:43:35	0:5:44	1	37	2	33	263	286	167	275	99	1	0	1	0	1	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	37
3212	2025/11/01-11:57:42	2025/11/01-12:11:29	0:13:47	1	37	2	33	263	286	167	275	99	1	0	0	1	1	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	37
3213	2025/11/04-05:56:09	2025/11/04-06:02:07	0:5:58	1	34	2	33	263	286	167	275	99	0	0	1	1	1	0	0	5	3	5	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	COMP	1	34
3214	2025/11/06-10:51:10	2025/11/06-11:05:13	0:14:3	1	35	2	33	263	286	167	275	99	0	1	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	1	35
3215	2025/11/06-14:27:44	2025/11/06-14:41:47	0:14:3	1	33	2	33	263	286	167	275	99	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	33
3216	2025/11/06-15:22:44	2025/11/06-15:28:11	0:5:27	1	34	2	33	263	286	167	275	99	1	0	1	0	1	2	0	4	0	4	0	0	5	0	5	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	COMP	1	34
3217	2025/11/05-11:54:59	2025/11/05-11:59:47	0:4:48	1	35	2	33	263	286	167	275	99	1	0	1	1	0	4	0	2	1	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	35
3218	2025/11/01-10:47:21	2025/11/01-10:59:07	0:11:46	1	39	2	33	263	286	167	275	99	1	0	1	0	1	2	0	3	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	COMP	1	39
3219	2025/11/01-15:23:44	2025/11/01-15:30:03	0:6:19	1	35	2	33	263	286	167	275	99	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	35
3220	2025/11/06-12:32:16	2025/11/06-12:39:23	0:7:7	1	30	2	33	263	286	167	275	99	1	0	1	0	0	4	0	4	0	0	4	0	4	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	COMP	1	30
3221	2025/11/03-21:44:29	2025/11/03-21:57:27	0:12:58	1	43	3	33	263	286	167	275	99	0	1	0	1	0	0	2	0	4	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	COMP	1	43
3222	2025/11/06-13:20:01	2025/11/06-13:26:22	0:6:21	1	47	3	33	263	286	167	275	99	1	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	1	47
3223	2025/11/01-15:57:03	2025/11/01-16:03:35	0:6:32	1	43	3	33	263	286	167	275	99	0	0	0	1	0	0	0	0	5	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	1	43
3224	2025/11/05-18:53:30	2025/11/05-19:01:56	0:8:26	1	41	3	33	263	286	167	275	99	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	41
3225	2025/11/01-23:06:27	2025/11/01-23:12:21	0:5:54	1	46	3	33	263	286	167	275	99	1	0	0	0	1	4	0	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	46
3226	2025/11/05-06:43:44	2025/11/05-06:57:14	0:13:30	1	48	3	33	263	286	167	275	99	0	0	1	0	1	0	0	3	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	COMP	1	48
3227	2025/11/04-17:46:02	2025/11/04-17:53:01	0:6:59	1	48	3	33	263	286	167	275	99	1	0	0	1	1	2	0	0	5	4	0	0	0	5	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	COMP	1	48
3228	2025/11/02-13:05:28	2025/11/02-13:11:07	0:5:39	1	45	3	33	263	286	167	275	99	1	0	1	0	1	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	45
3229	2025/11/06-22:31:35	2025/11/06-22:40:32	0:8:57	1	45	3	33	263	286	167	275	99	1	1	1	0	1	5	3	1	0	5	5	0	0	0	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	COMP	1	45
3230	2025/11/04-05:28:34	2025/11/04-05:34:50	0:6:16	1	47	3	33	263	286	167	275	99	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	47
3231	2025/11/01-12:13:41	2025/11/01-12:26:54	0:13:13	1	56	4	33	263	286	167	275	99	0	0	1	0	1	0	0	3	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	COMP	1	56
3232	2025/11/05-23:20:34	2025/11/05-23:31:49	0:11:15	1	53	4	33	263	286	167	275	99	1	0	1	1	1	4	0	2	3	4	4	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	COMP	1	53
3233	2025/11/04-06:09:19	2025/11/04-06:17:13	0:7:54	1	51	4	33	263	286	167	275	99	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	51
3234	2025/11/04-01:01:33	2025/11/04-01:15:36	0:14:3	1	59	4	33	263	286	167	275	99	0	0	0	0	1	0	0	0	0	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	COMP	1	59
3235	2025/11/05-13:25:24	2025/11/05-13:35:36	0:10:12	1	59	4	33	263	286	167	275	99	0	1	1	0	0	0	5	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	COMP	1	59
3236	2025/11/04-01:41:06	2025/11/04-01:45:25	0:4:19	1	57	4	33	263	286	167	275	99	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	57
3237	2025/11/07-05:20:25	2025/11/07-05:34:06	0:13:41	1	54	4	33	263	286	167	275	99	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	54
3238	2025/11/04-09:50:58	2025/11/04-09:59:44	0:8:46	1	50	4	33	263	286	167	275	99	1	1	1	0	1	4	3	3	0	2	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	50
3239	2025/11/04-03:26:36	2025/11/04-03:38:51	0:12:15	1	53	4	33	263	286	167	275	99	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	53
3240	2025/11/07-02:46:07	2025/11/07-02:58:31	0:12:24	1	56	4	33	263	286	167	275	99	1	1	0	0	1	3	5	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	1	56
3241	2025/11/02-02:07:27	2025/11/02-02:16:50	0:9:23	1	60	5	33	263	286	167	275	99	1	0	1	0	1	2	0	5	0	4	0	0	5	0	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	COMP	1	60
3242	2025/11/06-05:42:22	2025/11/06-05:49:02	0:6:40	1	63	5	33	263	286	167	275	99	1	0	1	0	1	2	0	4	0	4	0	0	3	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	COMP	1	63
3243	2025/11/03-19:22:47	2025/11/03-19:34:13	0:11:26	1	62	5	33	263	286	167	275	99	1	0	0	1	1	4	0	0	2	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	1	62
3244	2025/11/02-07:21:07	2025/11/02-07:35:34	0:14:27	1	66	5	33	263	286	167	275	99	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	66
3245	2025/11/01-09:55:56	2025/11/01-10:10:11	0:14:15	1	69	5	33	263	286	167	275	99	0	1	1	0	1	0	1	5	0	5	0	0	5	0	2	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	COMP	1	69
3246	2025/11/06-11:11:45	2025/11/06-11:26:31	0:14:46	1	66	5	33	263	286	167	275	99	1	1	1	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	66
3247	2025/11/02-11:33:11	2025/11/02-11:42:01	0:8:50	1	60	5	33	263	286	167	275	99	0	1	0	1	1	0	4	0	2	5	0	4	0	0	5	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	COMP	1	60
3248	2025/11/03-05:29:27	2025/11/03-05:35:15	0:5:48	1	67	5	33	263	286	167	275	99	1	1	0	0	1	4	3	0	0	3	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	1	67
3249	2025/11/07-06:31:56	2025/11/07-06:43:00	0:11:4	1	62	5	33	263	286	167	275	99	1	0	0	0	1	1	0	0	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	62
3250	2025/11/03-19:20:08	2025/11/03-19:30:22	0:10:14	1	66	5	33	263	286	167	275	99	1	1	0	1	0	4	3	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	66
3251	2025/11/04-23:50:47	2025/11/05-00:05:20	0:14:33	2	25	1	33	263	286	167	275	99	1	1	1	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	25
3252	2025/11/05-08:43:21	2025/11/05-08:48:27	0:5:6	2	27	1	33	263	286	167	275	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	27
3253	2025/11/03-17:41:23	2025/11/03-17:51:32	0:10:9	2	27	1	33	263	286	167	275	99	0	0	0	1	1	0	0	0	3	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	COMP	2	27
3254	2025/11/03-13:46:31	2025/11/03-13:58:41	0:12:10	2	24	1	33	263	286	167	275	99	1	1	0	0	1	5	1	0	0	4	5	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	COMP	2	24
3255	2025/11/06-05:55:06	2025/11/06-06:03:03	0:7:57	2	25	1	33	263	286	167	275	99	1	0	0	1	1	4	0	0	3	4	5	0	0	0	5	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	COMP	2	25
3256	2025/11/07-04:13:37	2025/11/07-04:18:23	0:4:46	2	20	1	33	263	286	167	275	99	1	0	1	0	0	3	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	2	20
3257	2025/11/02-02:19:58	2025/11/02-02:34:49	0:14:51	2	20	1	33	263	286	167	275	99	1	1	1	0	0	4	4	2	0	0	2	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	2	20
3258	2025/11/05-19:28:36	2025/11/05-19:39:58	0:11:22	2	26	1	33	263	286	167	275	99	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	26
3259	2025/11/05-13:59:19	2025/11/05-14:08:47	0:9:28	2	22	1	33	263	286	167	275	99	1	1	0	1	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	22
3260	2025/11/03-01:16:25	2025/11/03-01:22:01	0:5:36	2	28	1	33	263	286	167	275	99	0	0	0	0	1	0	0	0	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	COMP	2	28
3261	2025/11/02-10:31:08	2025/11/02-10:45:30	0:14:22	2	39	2	33	263	286	167	275	99	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	39
3262	2025/11/06-01:01:55	2025/11/06-01:16:43	0:14:48	2	34	2	33	263	286	167	275	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	34
3263	2025/11/03-11:29:17	2025/11/03-11:41:37	0:12:20	2	31	2	33	263	286	167	275	99	1	1	1	0	1	4	3	3	0	3	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	COMP	2	31
3264	2025/11/07-05:58:48	2025/11/07-06:09:48	0:11:0	2	30	2	33	263	286	167	275	99	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	30
3265	2025/11/02-13:21:48	2025/11/02-13:32:19	0:10:31	2	31	2	33	263	286	167	275	99	1	0	1	0	1	3	0	4	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	COMP	2	31
3266	2025/11/05-14:00:48	2025/11/05-14:13:16	0:12:28	2	34	2	33	263	286	167	275	99	1	0	1	1	1	3	0	4	2	4	0	0	5	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	34
3267	2025/11/04-21:24:13	2025/11/04-21:33:57	0:9:44	2	38	2	33	263	286	167	275	99	1	0	0	1	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	38
3268	2025/11/03-13:10:33	2025/11/03-13:20:58	0:10:25	2	33	2	33	263	286	167	275	99	1	1	1	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	33
3269	2025/11/01-16:58:22	2025/11/01-17:06:20	0:7:58	2	37	2	33	263	286	167	275	99	1	0	1	0	1	1	0	3	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	COMP	2	37
